state_name,year,industry_code,industry_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,avg_annual_pay,lq_avg_annual_pay,lq_annual_avg_emplvl
Missouri,2021,511110,NAICS 511110 Newspaper publishers,206,2293,93829850,40913,0.77,1.17
Montana,2004,10,"Total, all industries",39128,323727,8614228012,26610,0.96,0.96
Montana,2011,511110,Newspaper publishers,76,1434,43225506,30154,0.92,1.83
Nebraska,2009,511110,Newspaper publishers,144,2910,80191946,27557,0.8,1.5
Nebraska,2019,511110,NAICS 511110 Newspaper publishers,125,1622,58159916,35851,0.8,1.86
New Jersey,2004,511110,Newspaper publishers,185,14258,753841212,52872,1.13,1.27
New Mexico,2007,511110,Newspaper publishers,63,2170,68616568,31619,0.91,1.03
New York,1990,10,"Total, all industries",468208,6674647,190974861579,28612,1.01,0.99
New York,2002,10,"Total, all industries",529789,6848947,322109479930,47031,1.02,0.99
New York,2011,10,"Total, all industries",582033,7051385,444806878571,63081,1.03,1.0
Michigan,1999,10,"Total, all industries",235687,3839378,137997278794,35943,1.01,1.02
Michigan,2005,511110,Newspaper publishers,261,12361,450834852,36473,0.92,1.02
Mississippi,1994,511110,Newspaper publishers,104,2839,52899076,18631,0.93,0.73
Missouri,2021,10,"10 Total, all industries",210658,2343799,134368673002,57329,1.01,1.0
Montana,1993,511110,Newspaper publishers,79,1748,29537693,16901,0.89,1.4
Nebraska,2000,10,"Total, all industries",48544,736560,20206707827,27434,0.99,0.99
Nebraska,2001,511110,Newspaper publishers,141,3530,84429120,23919,0.87,1.28
Nevada,2020,10,"10 Total, all industries",85432,1111600,61005373133,54881,0.98,1.04
Nevada,2010,511110,Newspaper publishers,44,1299,58537783,45049,1.15,0.59
New Jersey,2007,10,"Total, all industries",264735,3349749,179514457379,53590,1.0,1.0
New York,2018,10,"10 Total, all industries",622828,8017398,589087033125,73476,1.01,1.0
Washington,1994,10,"Total, all industries",166312,1880283,48172511426,25620,0.99,0.98
Washington,2015,10,"Total, all industries",234456,2589020,146379315041,56539,1.0,0.98
Puerto Rico,1997,10,"Total, all industries",45167,685170,11183841385,16323,0.97,0.83
Virgin Islands,2003,511110,Newspaper publishers,0,0,0,0,0.0,0.0
Washington,2007,511110,Newspaper publishers,173,7069,283374618,40087,0.93,0.94
Washington,2024,513110,NAICS 513110 Newspaper publishers,115,1843,144163901,78208,0.78,0.89
West Virginia,2003,511110,Newspaper publishers,79,2739,66519027,24285,0.84,1.35
West Virginia,2011,511110,Newspaper publishers,75,1996,68258526,34193,0.96,1.54
Wyoming,1990,10,"Total, all industries",16386,139900,2738064641,19572,0.99,0.88
Wyoming,2005,10,"Total, all industries",21599,195241,6368866996,32620,0.99,0.91
Wyoming,2019,10,"10 Total, all industries",25256,211746,10488015127,49531,0.99,0.9
Wyoming,2020,511110,NAICS 511110 Newspaper publishers,37,542,16509995,30466,0.64,2.55
Puerto Rico,2016,10,"10 Total, all industries",44113,669838,17468503077,26079,0.95,0.88
Puerto Rico,2002,511110,Newspaper publishers,12,3030,92782617,30620,1.52,1.01
Puerto Rico,2007,511110,Newspaper publishers,15,2670,102692502,38459,1.63,1.02
Minnesota,2006,511110,Newspaper publishers,331,8316,318138291,38256,0.94,1.16
Minnesota,2024,513110,NAICS 513110 Newspaper publishers,271,2641,162887265,61676,0.78,1.57
Mississippi,2006,10,"Total, all industries",64548,890161,27275208056,30641,0.99,0.94
Mississippi,1992,511110,Newspaper publishers,104,2754,47892185,17388,0.92,0.74
Missouri,1996,10,"Total, all industries",143845,2114440,56151493350,26556,1.01,1.01
Montana,2010,511110,Newspaper publishers,74,1515,44625979,29450,0.92,1.83
Nebraska,2014,511110,Newspaper publishers,137,2449,71195593,29073,0.76,1.75
Nebraska,2018,511110,NAICS 511110 Newspaper publishers,133,1894,66174809,34939,0.82,1.93
Nevada,1994,10,"Total, all industries",37094,644840,16054573073,24897,0.98,1.05
New Hampshire,1997,10,"Total, all industries",39906,485527,14248338722,29346,1.01,1.03
New Hampshire,2006,10,"Total, all industries",46197,541506,23299983467,43028,1.02,1.02
New Jersey,2024,10,"10 Total, all industries",322318,3677822,307886074447,83714,1.0,1.01
New Jersey,2009,511110,Newspaper publishers,183,9238,551978855,59748,1.15,1.14
New Mexico,2004,10,"Total, all industries",46502,582169,17517155860,30089,0.96,0.91
New York,2021,10,"10 Total, all industries",645433,7460879,667934597374,89525,1.01,0.99
North Carolina,2000,10,"Total, all industries",213864,3253207,100943512058,31029,1.0,1.0
Kansas,1992,10,"Total, all industries",69276,877629,19270198706,21957,1.01,0.97
Louisiana,1993,10,"Total, all industries",91325,1288015,29240723865,22702,1.02,0.96
Maryland,2014,511110,Newspaper publishers,98,2758,130201908,47202,0.92,0.73
Maryland,2017,511110,NAICS 511110 Newspaper publishers,79,1990,98377274,49428,0.89,0.67
Minnesota,2010,10,"Total, all industries",154902,2184391,102631397790,46984,1.01,1.03
Minnesota,1997,511110,Newspaper publishers,351,9488,280922297,29610,0.99,1.13
Montana,2015,511110,Newspaper publishers,73,1225,41343088,33761,0.92,2.0
Nebraska,2021,10,"10 Total, all industries",71482,806993,43557456249,53975,1.0,0.98
Nebraska,1994,511110,Newspaper publishers,149,3919,77481457,19769,0.93,1.35
Nevada,2015,511110,Newspaper publishers,36,808,38608593,47778,1.14,0.48
Nebraska,2019,10,"10 Total, all industries",67729,821384,39021957173,47508,0.99,0.98
Nebraska,2022,10,"10 Total, all industries",73799,824945,47425308816,57489,1.0,0.98
New Hampshire,1990,10,"Total, all industries",36531,430001,9667485311,22482,1.01,1.03
New Jersey,2000,10,"Total, all industries",271490,3317953,145223330239,43769,1.0,1.01
New Jersey,2014,10,"Total, all industries",254520,3263453,196365718410,60171,0.99,1.0
New Jersey,1994,511110,Newspaper publishers,168,15859,523138099,32987,1.0,1.22
New York,2014,511110,Newspaper publishers,404,16203,1215826468,75039,1.23,1.24
New York,2023,513110,NAICS 513110 Newspaper publishers,387,11717,1431640091,122188,1.29,1.98
North Carolina,1994,10,"Total, all industries",167697,2803657,64971476021,23174,1.0,1.01
North Carolina,1996,10,"Total, all industries",180717,2969098,74823624023,25201,1.0,1.0
North Carolina,1997,511110,Newspaper publishers,223,10542,266478562,25279,0.96,0.84
North Carolina,2000,511110,Newspaper publishers,238,11002,309983768,28175,0.92,0.89
North Dakota,1996,10,"Total, all industries",20782,236812,4914587460,20753,0.99,0.97
North Dakota,2005,511110,Newspaper publishers,78,1401,36697221,26192,0.91,1.52
North Dakota,2006,511110,Newspaper publishers,76,1431,37777239,26408,0.88,1.58
Oregon,1999,511110,Newspaper publishers,129,4738,138363577,29205,0.95,0.92
Alaska,2011,511110,Newspaper publishers,30,618,20969041,33935,0.75,1.04
Arizona,2018,10,"10 Total, all industries",156748,2436592,125428730299,51477,0.99,1.01
Arkansas,2005,10,"Total, all industries",73435,957385,29466568797,30778,0.99,0.99
Arkansas,2013,511110,Newspaper publishers,104,2449,72139383,29452,0.82,1.34
Colorado,2019,10,"10 Total, all industries",207575,2308134,143911312275,62350,1.01,0.99
Connecticut,2006,511110,Newspaper publishers,103,5536,222226392,40142,0.76,1.23
Delaware,2003,10,"Total, all industries",26485,347500,14207358285,40884,1.01,1.03
Delaware,2019,511110,NAICS 511110 Newspaper publishers,16,431,20045873,46483,0.85,1.07
Wyoming,2008,511110,Newspaper publishers,47,1070,29091975,27199,0.69,1.56
Puerto Rico,1998,511110,Newspaper publishers,12,3065,84656992,27620,1.56,0.92
Puerto Rico,2005,511110,Newspaper publishers,17,2897,103212087,35628,1.62,0.98
Washington,2005,511110,Newspaper publishers,177,7454,269250239,36122,0.92,0.96
West Virginia,2009,10,"Total, all industries",44420,552215,19897754859,36033,0.99,0.96
Wisconsin,2006,10,"Total, all industries",153384,2389062,87103219639,36459,0.99,1.03
Wisconsin,2019,10,"10 Total, all industries",168741,2506971,126651680948,50520,1.0,1.02
Wisconsin,2013,511110,Newspaper publishers,207,4943,163075219,32992,0.84,1.14
Wyoming,2015,10,"Total, all industries",24579,215998,9890222394,45788,0.99,0.9
Wyoming,2016,10,"10 Total, all industries",24531,205040,8983553175,43814,0.98,0.89
Wyoming,1990,511110,Newspaper publishers,43,1047,16520771,15777,0.79,1.3
Louisiana,2008,10,"Total, all industries",118306,1541554,62302094332,40415,1.01,0.97
Maine,2001,10,"Total, all industries",43232,496432,14097130639,28397,0.99,0.99
Maine,2007,511110,Newspaper publishers,85,2285,72947094,31924,0.95,1.47
Maryland,2024,513110,NAICS 513110 Newspaper publishers,95,944,74861677,79345,0.95,0.59
Minnesota,2007,10,"Total, all industries",159339,2316102,103402136630,44645,1.01,1.02
Minnesota,2021,10,"10 Total, all industries",178933,2410401,163166732980,67693,1.0,1.02
Minnesota,1990,511110,Newspaper publishers,316,12682,223759228,17644,0.77,1.46
Mississippi,1995,511110,Newspaper publishers,107,2855,55873723,19569,0.95,0.74
Louisiana,1994,10,"Total, all industries",96547,1338710,31155819772,23273,1.02,0.96
Maine,2021,10,"10 Total, all industries",55055,515127,28148443352,54644,0.99,0.99
Maryland,2002,511110,Newspaper publishers,115,5487,214766487,39144,1.02,0.75
Maryland,2021,511110,NAICS 511110 Newspaper publishers,64,1204,70008060,58150,0.86,0.65
Mississippi,1996,10,"Total, all industries",57185,863889,18605424451,21537,1.0,0.96
Mississippi,2021,511110,NAICS 511110 Newspaper publishers,101,815,25026140,30707,0.72,1.02
Missouri,2009,10,"Total, all industries",163513,2173050,87317260394,40182,1.01,1.0
Texas,1998,511110,Newspaper publishers,660,21728,699146916,32177,1.03,0.73
Utah,1995,10,"Total, all industries",49390,722050,16725055168,23163,0.99,0.98
Utah,2017,10,"10 Total, all industries",95389,1202475,56080138901,46637,1.0,0.99
Utah,1992,511110,Newspaper publishers,58,1848,32463301,17567,0.82,0.63
Utah,2006,511110,Newspaper publishers,62,2198,75725069,34447,1.02,0.7
Virginia,2013,10,"Total, all industries",230312,2951428,152484726526,51665,1.0,0.96
Virginia,2024,10,"10 Total, all industries",309436,3367942,261572953776,77666,1.0,0.96
Virginia,2024,513110,NAICS 513110 Newspaper publishers,170,2520,221651695,87972,1.07,1.07
West Virginia,2009,511110,Newspaper publishers,77,2186,69988903,32011,0.92,1.47
Wisconsin,1999,10,"Total, all industries",137196,2338665,68476141660,29280,0.99,1.03
Puerto Rico,2001,511110,Newspaper publishers,13,3083,91341260,29627,1.55,0.98
Puerto Rico,2010,511110,Newspaper publishers,14,1801,68918640,38278,1.56,0.98
Puerto Rico,2015,511110,Newspaper publishers,12,1927,64274375,33353,1.33,1.57
Hawaii,1999,10,"Total, all industries",31383,428350,12073068464,28185,0.95,0.94
Idaho,2012,511110,Newspaper publishers,63,1332,46272870,34731,1.04,1.27
Illinois,1998,10,"Total, all industries",307158,4995497,174169128762,34865,1.01,1.02
Illinois,2012,511110,Newspaper publishers,371,8965,428135125,47755,0.99,0.93
Illinois,2018,511110,NAICS 511110 Newspaper publishers,279,5607,291972681,52070,0.94,0.94
Indiana,2022,10,"10 Total, all industries",180517,2733492,160166848132,58594,1.0,1.02
Kansas,2002,10,"Total, all industries",76842,1064161,33054081327,31061,1.01,0.97
Kentucky,2017,10,"10 Total, all industries",115652,1580021,71172795403,45045,1.0,0.99
Alabama,2017,10,"10 Total, all industries",118573,1574772,70975349092,45070,0.98,0.96
Alabama,2016,511110,NAICS 511110 Newspaper publishers,135,2178,83878062,38520,0.93,0.91
Arizona,2006,10,"Total, all industries",147540,2225734,87970775447,39524,0.99,1.01
Arizona,2011,10,"Total, all industries",141389,1992727,87860778252,44091,0.99,1.0
Arkansas,2001,10,"Total, all industries",68571,945820,25475501194,26935,0.99,1.0
Arkansas,2024,10,"10 Total, all industries",99491,1097565,64416333738,58690,1.0,0.99
California,1996,10,"Total, all industries",926156,11074458,345601007378,31207,0.99,1.0
Colorado,2022,10,"10 Total, all industries",241934,2384337,180226670540,75588,1.01,0.99
Delaware,1990,10,"Total, all industries",18535,294232,7178336554,24397,1.01,1.03
Delaware,1991,10,"Total, all industries",19513,289050,7430742799,25707,1.02,1.03
Delaware,2010,10,"Total, all industries",27955,338605,16453447604,48592,1.0,1.02
Florida,2006,511110,Newspaper publishers,426,20857,905090303,43396,1.17,0.97
Georgia,2001,10,"Total, all industries",222220,3267910,116251568860,35574,1.01,1.0
Georgia,2008,10,"Total, all industries",265897,3343661,143772594509,42999,1.01,0.99
Georgia,2019,10,"10 Total, all industries",280279,3859728,216099785864,55988,1.01,1.0
Maine,1992,10,"Total, all industries",34863,411728,8718605602,21176,0.98,0.98
Maine,2014,10,"Total, all industries",46240,494882,19778689809,39967,0.99,0.99
Maryland,1995,10,"Total, all industries",134586,1735747,48419402176,27895,0.97,0.97
Maryland,2018,10,"10 Total, all industries",169835,2188298,128523234282,58732,0.96,0.96
Massachusetts,1997,10,"Total, all industries",170480,2655334,94895712226,35738,1.01,1.03
Massachusetts,2023,10,"10 Total, all industries",284573,3200846,297749337498,93022,1.01,1.03
Massachusetts,2022,513110,NAICS 513110 Newspaper publishers,138,2696,188966571,70100,0.75,1.08
Michigan,2012,10,"Total, all industries",232317,3373672,155920517857,46217,0.99,1.02
Minnesota,1992,511110,Newspaper publishers,325,12454,233133479,18720,0.76,1.49
Mississippi,2023,10,"10 Total, all industries",82654,932127,45077280232,48360,0.98,0.94
Mississippi,2007,511110,Newspaper publishers,115,2655,75303640,28367,0.92,0.91
Missouri,1991,10,"Total, all industries",131208,1915381,42267131182,22067,1.0,1.02
Missouri,1995,10,"Total, all industries",141059,2078319,53362999524,25676,1.01,1.01
Montana,2003,511110,Newspaper publishers,83,1741,44573512,25602,0.96,1.48
Virginia,1990,511110,Newspaper publishers,190,11423,275813386,24145,1.07,0.96
Washington,2023,10,"10 Total, all industries",224177,3003089,270144384844,89956,1.01,0.98
West Virginia,2011,10,"Total, all industries",44779,559638,21582183875,38565,0.99,0.95
West Virginia,1995,511110,Newspaper publishers,92,3070,53008233,17264,0.75,1.28
Wisconsin,1990,511110,Newspaper publishers,217,12126,193055559,15920,0.76,1.3
Wisconsin,1994,511110,Newspaper publishers,220,12047,227798055,18909,0.79,1.33
Wisconsin,2021,511110,NAICS 511110 Newspaper publishers,148,2190,91160553,41621,0.78,1.1
Wyoming,2004,511110,Newspaper publishers,47,1128,24249480,21507,0.71,1.57
Wyoming,2021,511110,NAICS 511110 Newspaper publishers,38,490,16092049,32863,0.66,2.59
Virgin Islands,2001,10,"Total, all industries",3104,32036,883554087,27580,0.95,0.86
Virgin Islands,2009,511110,Newspaper publishers,2,0,0,0,0.0,0.0
Utah,2007,10,"Total, all industries",82922,1024330,37555611394,36664,0.99,1.0
Utah,2009,10,"Total, all industries",81594,955196,36273488945,37975,0.99,0.99
Utah,1997,511110,Newspaper publishers,57,2286,47423159,20744,0.82,0.69
Vermont,2014,10,"Total, all industries",22899,251464,10603001930,42165,0.98,0.98
Virginia,2007,10,"Total, all industries",219242,3003092,136733146973,45531,0.99,0.97
Virginia,1995,511110,Newspaper publishers,195,10443,302586319,28976,1.1,0.94
Virginia,2023,513110,NAICS 513110 Newspaper publishers,170,2824,241715135,85598,1.11,1.12
West Virginia,2019,10,"10 Total, all industries",46961,553809,25477028805,46003,0.99,0.94
West Virginia,1997,511110,Newspaper publishers,89,3043,56810893,18671,0.76,1.32
Wisconsin,2012,511110,Newspaper publishers,210,5221,168090181,32192,0.83,1.14
Wyoming,1997,10,"Total, all industries",18359,163838,3831600965,23386,0.99,0.9
Wyoming,2013,511110,Newspaper publishers,43,909,25017063,27514,0.66,2.04
Puerto Rico,2005,10,"Total, all industries",54896,750665,16156826760,21523,0.95,0.85
Puerto Rico,2011,10,"Total, all industries",47882,667647,16715503100,25036,0.94,0.86
Puerto Rico,1999,511110,Newspaper publishers,14,3250,91330801,28104,1.53,0.99
Virgin Islands,2007,10,"Total, all industries",3425,33097,1126821914,34046,0.93,0.86
Virgin Islands,2016,511110,NAICS 511110 Newspaper publishers,3,0,0,0,0.0,0.0
Alabama,2018,10,"10 Total, all industries",120979,1598129,74416781447,46565,0.98,0.96
Alabama,2024,513110,NAICS 513110 Newspaper publishers,137,885,51547198,58229,0.89,0.73
Arizona,2006,511110,Newspaper publishers,114,6196,256526745,41403,1.08,0.88
Arkansas,2017,10,"10 Total, all industries",85102,1004075,42881775151,42708,1.0,0.98
Colorado,2009,10,"Total, all industries",171729,1828955,85631274068,46820,1.01,1.0
Colorado,2006,511110,Newspaper publishers,191,6924,284695021,41120,0.98,1.15
Delaware,1998,10,"Total, all industries",22796,338381,11526248659,34063,1.01,1.03
Delaware,2007,10,"Total, all industries",30391,364640,17211952601,47203,1.0,1.02
Delaware,2012,10,"Total, all industries",27278,345329,17852324100,51697,1.0,1.01
Florida,2013,511110,Newspaper publishers,341,10723,481703478,44923,1.12,0.89
Georgia,2004,10,"Total, all industries",238694,3206888,122652732800,38247,1.02,0.99
Georgia,2011,511110,Newspaper publishers,207,7105,346252058,48731,1.18,1.01
Massachusetts,1995,10,"Total, all industries",162493,2536246,81586613065,32168,1.0,1.04
Massachusetts,2011,10,"Total, all industries",221503,2778429,167251637871,60196,1.01,1.04
Michigan,2011,10,"Total, all industries",235417,3283868,148710196204,45285,0.99,1.02
Michigan,2000,511110,Newspaper publishers,302,13767,435633404,31643,0.87,0.93
Minnesota,2003,511110,Newspaper publishers,329,8528,300288307,35211,0.92,1.11
Mississippi,1998,10,"Total, all industries",59006,904181,21310849444,23569,0.99,0.96
Missouri,2013,10,"Total, all industries",171027,2220183,96455498465,43445,1.01,1.0
Montana,1991,10,"Total, all industries",25975,228720,4058029895,17742,0.97,0.94
Montana,2005,10,"Total, all industries",37722,334143,9334655841,27936,0.96,0.96
Montana,1991,511110,Newspaper publishers,77,1711,27069898,15824,0.87,1.44
Nebraska,2017,10,"10 Total, all industries",68649,811496,36026242355,44395,0.99,0.98
Nebraska,2006,511110,Newspaper publishers,139,3348,88505888,26439,0.81,1.38
Nevada,2010,10,"Total, all industries",70876,958194,39189492527,40899,0.97,1.04
Wisconsin,2003,10,"Total, all industries",148927,2307228,76133209918,32998,0.99,1.02
Wisconsin,2015,10,"Total, all industries",159354,2416695,109306430639,45230,1.0,1.02
